,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,zipcode,airbnb_price_mean,airbnb_record_count
686,Brunswick,4,h,1320000.0,5.2,3056.0,4.0,2.0,1.0,281.0,156.0,1920.0,-37.7722,144.9681,11918.0,3056.0,94.67264573991031,446.0
687,Brunswick,3,h,825000.0,5.2,3056.0,3.0,1.0,1.0,210.0,130.0,1900.0,-37.7597,144.9545,11918.0,3056.0,94.67264573991031,446.0
688,Brunswick,3,h,1261000.0,5.2,3056.0,2.0,1.0,1.0,216.0,100.0,1910.0,-37.7746,144.9697,11918.0,3056.0,94.67264573991031,446.0
689,Brunswick,3,h,1045000.0,5.2,3056.0,3.0,1.0,2.0,222.0,105.0,1890.0,-37.7642,144.969,11918.0,3056.0,94.67264573991031,446.0
690,Brunswick,3,u,1044000.0,5.2,3056.0,3.0,1.0,1.0,0.0,85.0,2000.0,-37.773,144.9624,11918.0,3056.0,94.67264573991031,446.0
691,Brunswick,3,h,1050000.0,5.2,3056.0,3.0,1.0,1.0,239.0,126.0,1910.0,-37.7776,144.963,11918.0,3056.0,94.67264573991031,446.0
692,Brunswick,3,h,1691500.0,5.2,3056.0,3.0,2.0,3.0,470.0,152.0,1920.0,-37.7788,144.9688,11918.0,3056.0,94.67264573991031,446.0
693,Brunswick,2,h,1075000.0,5.2,3056.0,2.0,1.0,0.0,311.0,108.0,1930.0,-37.7572,144.9687,11918.0,3056.0,94.67264573991031,446.0
694,Brunswick,2,u,501000.0,5.2,3056.0,2.0,1.0,1.0,1140.0,80.0,2010.0,-37.7634,144.9616,11918.0,3056.0,94.67264573991031,446.0
695,Brunswick,3,h,1260000.0,5.2,3056.0,3.0,1.0,6.0,563.0,98.0,1960.0,-37.7757,144.9505,11918.0,3056.0,94.67264573991031,446.0
696,Brunswick,3,h,1650000.0,5.2,3056.0,3.0,1.0,2.0,495.0,141.0,1920.0,-37.7702,144.9672,11918.0,3056.0,94.67264573991031,446.0
697,Brunswick,2,u,601000.0,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1970.0,-37.7778,144.9594,11918.0,3056.0,94.67264573991031,446.0
698,Brunswick,2,h,1015000.0,5.2,3056.0,2.0,1.0,0.0,453.0,86.0,1920.0,-37.762,144.9547,11918.0,3056.0,94.67264573991031,446.0
699,Brunswick,1,t,625000.0,5.2,3056.0,1.0,1.0,1.0,82.0,114.0,1930.0,-37.7661,144.9614,11918.0,3056.0,94.67264573991031,446.0
700,Brunswick,3,h,1700000.0,5.2,3056.0,3.0,2.0,1.0,0.0,195.0,1945.0,-37.7763,144.9597,11918.0,3056.0,94.67264573991031,446.0
701,Brunswick,2,u,435000.0,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1973.0,-37.7597,144.9655,11918.0,3056.0,94.67264573991031,446.0
702,Brunswick,5,h,2500000.0,5.2,3056.0,5.0,2.0,2.0,555.0,266.0,1890.0,-37.7767,144.9645,11918.0,3056.0,94.67264573991031,446.0
703,Brunswick,2,h,860000.0,5.2,3056.0,2.0,1.0,1.0,298.0,88.0,1910.0,-37.7704,144.9504,11918.0,3056.0,94.67264573991031,446.0
704,Brunswick,2,u,491000.0,5.2,3056.0,2.0,1.0,1.0,1080.0,66.0,1960.0,-37.7598,144.9655,11918.0,3056.0,94.67264573991031,446.0
705,Brunswick,3,h,985000.0,5.2,3056.0,3.0,1.0,2.0,384.0,89.0,1940.0,-37.7626,144.9535,11918.0,3056.0,94.67264573991031,446.0
706,Brunswick,3,h,1250000.0,5.2,3056.0,3.0,1.0,1.0,483.0,162.0,1890.0,-37.7602,144.9543,11918.0,3056.0,94.67264573991031,446.0
707,Brunswick,3,t,641000.0,5.2,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,-37.7703,144.9533,11918.0,3056.0,94.67264573991031,446.0
708,Brunswick,3,h,860000.0,5.2,3056.0,3.0,1.0,1.0,184.0,104.0,1890.0,-37.7563,144.96,11918.0,3056.0,94.67264573991031,446.0
709,Brunswick,2,h,705000.0,5.2,3056.0,2.0,1.0,1.0,161.0,68.0,1910.0,-37.7646,144.9586,11918.0,3056.0,94.67264573991031,446.0
710,Brunswick,3,h,880000.0,5.2,3056.0,3.0,1.0,1.0,264.0,117.0,1915.0,-37.7603,144.9573,11918.0,3056.0,94.67264573991031,446.0
711,Brunswick,2,t,754000.0,5.2,3056.0,2.0,2.0,1.0,177.0,105.0,2000.0,-37.7625,144.9653,11918.0,3056.0,94.67264573991031,446.0
712,Brunswick,2,u,590000.0,5.2,3056.0,2.0,1.0,1.0,0.0,74.0,2004.0,-37.7703,144.9533,11918.0,3056.0,94.67264573991031,446.0
713,Brunswick,2,u,575000.0,5.2,3056.0,2.0,1.0,1.0,0.0,66.0,1950.0,-37.7775,144.9607,11918.0,3056.0,94.67264573991031,446.0
714,Brunswick,3,h,1510000.0,5.2,3056.0,3.0,1.0,0.0,325.0,150.0,1920.0,-37.7621,144.9595,11918.0,3056.0,94.67264573991031,446.0
715,Brunswick,2,t,801000.0,5.2,3056.0,2.0,2.0,1.0,156.0,87.0,2007.0,-37.7744,144.9498,11918.0,3056.0,94.67264573991031,446.0
716,Brunswick,1,u,370000.0,5.2,3056.0,1.0,1.0,1.0,540.0,45.0,1970.0,-37.7766,144.9574,11918.0,3056.0,94.67264573991031,446.0
717,Brunswick,3,h,1170000.0,5.2,3056.0,3.0,1.0,0.0,285.0,104.0,1890.0,-37.7634,144.9593,11918.0,3056.0,94.67264573991031,446.0
718,Brunswick,4,h,1790000.0,5.2,3056.0,3.0,1.0,1.0,416.0,129.0,1920.0,-37.7737,144.965,11918.0,3056.0,94.67264573991031,446.0
719,Brunswick,3,t,640000.0,5.2,3056.0,3.0,2.0,1.0,110.0,118.0,2000.0,-37.7776,144.9691,11918.0,3056.0,94.67264573991031,446.0
720,Brunswick,4,h,1875000.0,5.2,3056.0,4.0,2.0,2.0,657.0,207.0,1958.0,-37.7725,144.964,11918.0,3056.0,94.67264573991031,446.0
721,Brunswick,3,t,705000.0,5.2,3056.0,2.0,1.0,1.0,55.0,111.0,2012.0,-37.7611,144.9622,11918.0,3056.0,94.67264573991031,446.0
722,Brunswick,4,h,1217000.0,5.2,3056.0,4.0,1.0,0.0,363.0,127.0,1920.0,-37.7621,144.9506,11918.0,3056.0,94.67264573991031,446.0
723,Brunswick,3,h,1020000.0,5.2,3056.0,3.0,1.0,3.0,308.0,119.0,1943.0,-37.7649,144.9641,11918.0,3056.0,94.67264573991031,446.0
724,Brunswick,3,h,1340000.0,5.2,3056.0,3.0,1.0,1.0,316.0,132.0,1910.0,-37.7741,144.9703,11918.0,3056.0,94.67264573991031,446.0
725,Brunswick,4,h,1410000.0,5.2,3056.0,4.0,2.0,1.0,460.0,214.0,1916.0,-37.7554,144.9544,11918.0,3056.0,94.67264573991031,446.0
726,Brunswick,3,h,1550000.0,5.2,3056.0,3.0,1.0,1.0,346.0,126.0,1900.0,-37.7738,144.9695,11918.0,3056.0,94.67264573991031,446.0
727,Brunswick,2,u,592500.0,5.2,3056.0,2.0,1.0,2.0,0.0,89.0,2002.0,-37.7706,144.9608,11918.0,3056.0,94.67264573991031,446.0
728,Brunswick,1,u,370000.0,5.2,3056.0,1.0,1.0,1.0,0.0,54.0,1965.0,-37.7775,144.9607,11918.0,3056.0,94.67264573991031,446.0
729,Brunswick,2,h,765000.0,5.2,3056.0,2.0,1.0,1.0,199.0,120.0,1880.0,-37.759,144.9597,11918.0,3056.0,94.67264573991031,446.0
730,Brunswick,1,h,772000.0,5.2,3056.0,1.0,1.0,1.0,147.0,82.0,1890.0,-37.7643,144.9584,11918.0,3056.0,94.67264573991031,446.0
731,Brunswick,3,h,1210000.0,5.2,3056.0,3.0,2.0,1.0,280.0,130.0,1890.0,-37.7719,144.9661,11918.0,3056.0,94.67264573991031,446.0
732,Brunswick,4,h,1755000.0,5.2,3056.0,4.0,2.0,1.0,354.0,199.0,1910.0,-37.7745,144.9523,11918.0,3056.0,94.67264573991031,446.0
733,Brunswick,2,h,945000.0,5.2,3056.0,2.0,1.0,2.0,246.0,103.0,1910.0,-37.775,144.9536,11918.0,3056.0,94.67264573991031,446.0
734,Brunswick,2,h,755000.0,5.2,3056.0,2.0,1.0,1.0,159.0,157.0,1930.0,-37.7656,144.9562,11918.0,3056.0,94.67264573991031,446.0
735,Brunswick West,2,u,521500.0,5.9,3055.0,2.0,1.0,1.0,0.0,69.0,1960.0,-37.768,144.9408,7082.0,,,
736,Brunswick West,3,h,1190000.0,5.9,3055.0,3.0,1.0,1.0,0.0,119.0,1920.0,-37.7564,144.9422,7082.0,,,
737,Brunswick West,2,u,471000.0,5.9,3055.0,2.0,1.0,1.0,564.0,60.0,1970.0,-37.7665,144.9425,7082.0,,,
738,Brunswick West,1,u,265000.0,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,2000.0,-37.7586,144.9452,7082.0,,,
739,Brunswick West,3,h,955000.0,5.9,3055.0,3.0,1.0,0.0,220.0,93.0,1930.0,-37.7659,144.9494,7082.0,,,
740,Brunswick West,5,h,1350000.0,5.9,3055.0,5.0,2.0,2.0,510.0,321.0,1997.0,-37.7581,144.9414,7082.0,,,
741,Brunswick West,2,t,380000.0,5.9,3055.0,2.0,1.0,1.0,0.0,85.0,1970.0,-37.7607,144.9393,7082.0,,,
742,Brunswick West,1,u,300000.0,5.9,3055.0,1.0,1.0,0.0,0.0,37.0,1960.0,-37.7763,144.947,7082.0,,,
743,Brunswick West,3,h,810000.0,5.9,3055.0,3.0,1.0,2.0,349.0,95.0,1950.0,-37.7589,144.9368,7082.0,,,
744,Brunswick West,3,h,793000.0,5.9,3055.0,3.0,1.0,0.0,275.0,119.0,1935.0,-37.76300000000001,144.9439,7082.0,,,
745,Brunswick West,2,u,400000.0,5.9,3055.0,2.0,1.0,1.0,73.0,64.0,1960.0,-37.7528,144.9368,7082.0,,,
746,Brunswick West,2,u,400500.0,5.9,3055.0,2.0,1.0,1.0,0.0,70.0,2013.0,-37.7582,144.94,7082.0,,,
747,Brunswick West,3,t,797500.0,5.9,3055.0,3.0,2.0,2.0,262.0,155.0,2010.0,-37.7519,144.9324,7082.0,,,
748,Brunswick West,3,h,1300000.0,5.9,3055.0,3.0,1.0,2.0,364.0,135.0,1900.0,-37.7618,144.9497,7082.0,,,
749,Brunswick West,3,h,1330000.0,5.9,3055.0,3.0,1.0,2.0,353.0,101.0,1930.0,-37.764,144.9428,7082.0,,,
750,Brunswick West,7,h,1205000.0,5.9,3055.0,7.0,3.0,1.0,447.0,287.0,1982.0,-37.7634,144.9403,7082.0,,,
751,Brunswick West,2,u,380000.0,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1970.0,-37.7676,144.9394,7082.0,,,
752,Brunswick West,3,h,1095000.0,5.9,3055.0,3.0,1.0,1.0,411.0,168.0,1935.0,-37.7728,144.9478,7082.0,,,
753,Brunswick West,2,t,680000.0,5.9,3055.0,2.0,1.0,1.0,0.0,82.0,1970.0,-37.772,144.9406,7082.0,,,
754,Brunswick West,2,h,711000.0,5.9,3055.0,2.0,1.0,1.0,177.0,87.0,1910.0,-37.7619,144.9412,7082.0,,,
755,Brunswick West,2,u,500000.0,5.9,3055.0,2.0,1.0,1.0,0.0,75.0,1970.0,-37.7595,144.9436,7082.0,,,
756,Brunswick West,2,u,385000.0,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1970.0,-37.7688,144.9421,7082.0,,,
757,Brunswick West,2,u,370000.0,5.9,3055.0,2.0,1.0,1.0,2120.0,59.0,1960.0,-37.7524,144.9347,7082.0,,,
758,Brunswick West,1,u,320000.0,5.9,3055.0,1.0,1.0,1.0,0.0,43.0,1970.0,-37.7661,144.9422,7082.0,,,
759,Brunswick West,1,u,330000.0,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,1970.0,-37.7748,144.9483,7082.0,,,
760,Brunswick West,5,h,1200000.0,5.9,3055.0,5.0,2.0,3.0,553.0,193.0,1920.0,-37.7576,144.9348,7082.0,,,
761,Brunswick West,2,u,537000.0,5.9,3055.0,2.0,1.0,1.0,501.0,66.0,1960.0,-37.7741,144.9449,7082.0,,,
762,Brunswick West,3,h,910000.0,5.9,3055.0,3.0,1.0,2.0,717.0,141.0,1950.0,-37.7525,144.9321,7082.0,,,
763,Brunswick West,1,u,285000.0,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,-37.7675,144.939,7082.0,,,
764,Brunswick West,4,h,921500.0,5.9,3055.0,3.0,1.0,1.0,575.0,165.0,1930.0,-37.7575,144.9402,7082.0,,,
765,Brunswick West,2,h,1315000.0,5.9,3055.0,2.0,1.0,2.0,554.0,116.0,1930.0,-37.7715,144.9426,7082.0,,,
766,Brunswick West,2,u,370000.0,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1970.0,-37.7606,144.9443,7082.0,,,
767,Brunswick West,2,t,735000.0,5.9,3055.0,2.0,1.0,2.0,120.0,109.0,2004.0,-37.7659,144.9487,7082.0,,,
768,Brunswick West,4,h,1000000.0,5.9,3055.0,3.0,1.0,1.0,589.0,148.0,1935.0,-37.7628,144.9459,7082.0,,,
769,Brunswick West,1,u,252000.0,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,-37.7586,144.9433,7082.0,,,
770,Brunswick West,4,h,1700000.0,5.9,3055.0,4.0,2.0,2.0,621.0,184.0,1920.0,-37.7764,144.9479,7082.0,,,
771,Brunswick West,2,h,820000.0,5.9,3055.0,3.0,1.0,1.0,206.0,98.0,1900.0,-37.7604,144.9488,7082.0,,,
772,Brunswick West,2,u,370000.0,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1970.0,-37.7686,144.9421,7082.0,,,
773,Brunswick West,2,u,484000.0,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1950.0,-37.7543,144.9385,7082.0,,,
774,Brunswick West,3,t,815000.0,5.9,3055.0,3.0,1.0,2.0,157.0,123.0,1999.0,-37.7652,144.9454,7082.0,,,
775,Brunswick West,4,h,1150000.0,5.9,3055.0,4.0,1.0,2.0,519.0,169.0,1910.0,-37.7747,144.9474,7082.0,,,
776,Brunswick West,2,u,497000.0,5.9,3055.0,2.0,1.0,1.0,0.0,84.0,1977.0,-37.7647,144.9412,7082.0,,,
777,Brunswick West,2,h,440000.0,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1960.0,-37.7577,144.9354,7082.0,,,
778,Brunswick West,2,h,816000.0,5.9,3055.0,3.0,2.0,1.0,343.0,115.0,1930.0,-37.7552,144.9458,7082.0,,,
779,Brunswick West,4,h,970000.0,5.9,3055.0,4.0,3.0,2.0,499.0,150.0,1925.0,-37.7538,144.944,7082.0,,,
780,Bulleen,3,u,851000.0,11.8,3105.0,3.0,1.0,2.0,385.0,140.0,2000.0,-37.7599,145.0849,4480.0,,,
781,Bulleen,4,h,1300000.0,11.8,3105.0,4.0,1.0,2.0,717.0,180.0,1960.0,-37.7608,145.0862,4480.0,,,
782,Bulleen,4,h,1235000.0,11.8,3105.0,4.0,2.0,2.0,556.0,214.0,1957.0,-37.7657,145.0957,4480.0,,,
783,Bulleen,4,h,1303000.0,11.8,3105.0,4.0,2.0,2.0,670.0,197.0,1980.0,-37.7695,145.0869,4480.0,,,
784,Bulleen,3,h,880000.0,11.8,3105.0,3.0,2.0,2.0,514.0,190.0,1960.0,-37.7683,145.0959,4480.0,,,
785,Bulleen,3,t,975000.0,11.8,3105.0,3.0,2.0,2.0,632.0,226.0,2013.0,-37.7813,145.102,4480.0,,,
786,Bulleen,3,h,990000.0,11.8,3105.0,3.0,2.0,1.0,585.0,180.0,1950.0,-37.7689,145.099,4480.0,,,
787,Bulleen,4,h,1225000.0,11.8,3105.0,4.0,2.0,2.0,723.0,159.0,1970.0,-37.7724,145.1033,4480.0,,,
788,Bulleen,5,h,1490000.0,11.8,3105.0,5.0,3.0,2.0,796.0,304.0,1975.0,-37.7697,145.0871,4480.0,,,
789,Bulleen,3,h,905000.0,11.8,3105.0,3.0,3.0,2.0,401.0,165.0,1965.0,-37.7733,145.0901,4480.0,,,
790,Bulleen,4,h,1085000.0,11.8,3105.0,4.0,2.0,1.0,1124.0,225.0,1960.0,-37.7679,145.0958,4480.0,,,
791,Bulleen,3,u,787000.0,11.8,3105.0,3.0,1.0,2.0,306.0,100.0,1985.0,-37.7792,145.0903,4480.0,,,
792,Bulleen,3,h,1075000.0,11.8,3105.0,3.0,1.0,1.0,604.0,96.0,1960.0,-37.7711,145.0928,4480.0,,,
793,Bulleen,4,h,1302000.0,11.8,3105.0,4.0,2.0,2.0,475.0,245.0,1996.0,-37.765,145.0933,4480.0,,,
794,Bulleen,4,h,1000000.0,11.8,3105.0,4.0,2.0,3.0,672.0,212.0,1970.0,-37.7689,145.0895,4480.0,,,
795,Bulleen,4,h,1300000.0,11.8,3105.0,4.0,2.0,2.0,744.0,300.0,1985.0,-37.7791,145.086,4480.0,,,
796,Bulleen,3,h,990000.0,11.8,3105.0,3.0,1.0,2.0,602.0,175.0,1975.0,-37.7674,145.0988,4480.0,,,
797,Bulleen,4,h,1100000.0,11.8,3105.0,4.0,2.0,2.0,693.0,212.0,1975.0,-37.7743,145.0863,4480.0,,,
798,Bulleen,2,h,903000.0,11.8,3105.0,2.0,1.0,1.0,591.0,140.0,1965.0,-37.7679,145.0978,4480.0,,,
799,Burwood,5,h,1590000.0,11.7,3125.0,4.0,3.0,2.0,661.0,253.0,1940.0,-37.848,145.09799999999996,5678.0,,,
800,Burwood,4,h,1890000.0,11.7,3125.0,4.0,2.0,2.0,1145.0,111.0,1960.0,-37.8538,145.127,5678.0,,,
801,Burwood,3,u,1022500.0,11.7,3125.0,3.0,2.0,2.0,265.0,130.0,2000.0,-37.8516,145.1056,5678.0,,,
802,Burwood,3,h,1755000.0,11.7,3125.0,3.0,1.0,1.0,931.0,145.0,1970.0,-37.854,145.1195,5678.0,,,
803,Burwood,3,h,1300000.0,11.7,3125.0,3.0,1.0,1.0,667.0,136.0,1950.0,-37.8489,145.1093,5678.0,,,
804,Burwood,3,h,1160000.0,11.7,3125.0,3.0,1.0,1.0,786.0,111.0,1950.0,-37.8525,145.1198,5678.0,,,
805,Burwood,4,h,2000000.0,11.7,3125.0,4.0,3.0,2.0,928.0,229.0,1996.0,-37.842,145.102,5678.0,,,
806,Burwood,3,h,790000.0,11.7,3125.0,3.0,1.0,2.0,318.0,103.0,1960.0,-37.8544,145.1114,5678.0,,,
807,Burwood,4,h,1682000.0,11.7,3125.0,4.0,2.0,1.0,921.0,174.0,1950.0,-37.8494,145.1291,5678.0,,,
808,Burwood,3,u,625000.0,11.7,3125.0,3.0,2.0,1.0,0.0,115.0,2002.0,-37.8561,145.0962,5678.0,,,
809,Burwood,2,u,650000.0,11.7,3125.0,2.0,1.0,1.0,194.0,120.0,1975.0,-37.8509,145.1119,5678.0,,,
810,Burwood,5,h,1060000.0,11.7,3125.0,4.0,3.0,2.0,326.0,210.0,2013.0,-37.8528,145.1129,5678.0,,,
811,Burwood,4,h,1255000.0,11.7,3125.0,4.0,2.0,2.0,438.0,210.0,2005.0,-37.8599,145.1101,5678.0,,,
812,Burwood,2,h,633000.0,11.7,3125.0,2.0,1.0,1.0,276.0,92.0,1965.0,-37.8454,145.0971,5678.0,,,
813,Burwood,2,h,1350000.0,11.7,3125.0,2.0,1.0,2.0,593.0,82.0,1950.0,-37.8444,145.1054,5678.0,,,
814,Burwood,3,h,570000.0,11.7,3125.0,3.0,1.0,1.0,384.0,112.0,1950.0,-37.8542,145.1138,5678.0,,,
815,Burwood,3,t,745000.0,11.7,3125.0,3.0,1.0,2.0,228.0,126.0,1998.0,-37.8521,145.1187,5678.0,,,
816,Burwood,5,h,2150000.0,11.7,3125.0,5.0,4.0,2.0,643.0,380.0,2014.0,-37.8454,145.0974,5678.0,,,
817,Burwood,3,u,746000.0,11.7,3125.0,3.0,1.0,2.0,308.0,92.0,1995.0,-37.8505,145.1065,5678.0,,,
818,Burwood,3,h,1540000.0,11.7,3125.0,3.0,2.0,2.0,653.0,120.0,1950.0,-37.8445,145.1011,5678.0,,,
819,Burwood,4,t,1270000.0,11.7,3125.0,4.0,2.0,2.0,399.0,212.0,2005.0,-37.8597,145.1084,5678.0,,,
820,Burwood,4,t,900000.0,11.7,3125.0,4.0,3.0,2.0,381.0,176.0,2013.0,-37.8459,145.1041,5678.0,,,
821,Burwood,4,h,1250000.0,11.7,3125.0,4.0,2.0,2.0,499.0,220.0,2005.0,-37.8593,145.1101,5678.0,,,
822,Burwood,4,h,1410000.0,11.7,3125.0,3.0,2.0,3.0,739.0,182.0,1970.0,-37.8552,145.1292,5678.0,,,
823,Burwood,4,u,800000.0,11.7,3125.0,4.0,2.0,1.0,0.0,150.0,1950.0,-37.8507,145.109,5678.0,,,
824,Burwood,3,t,702000.0,11.7,3125.0,3.0,2.0,1.0,170.0,106.0,2001.0,-37.8554,145.1089,5678.0,,,
825,Camberwell,4,h,2650000.0,7.8,3124.0,4.0,2.0,1.0,652.0,189.0,1890.0,-37.8286,145.0686,8920.0,,,
826,Camberwell,2,u,729000.0,7.8,3124.0,2.0,1.0,1.0,137.0,87.0,1970.0,-37.8459,145.088,8920.0,,,
827,Camberwell,5,h,2600000.0,7.8,3124.0,5.0,4.0,1.0,708.0,348.0,1940.0,-37.8386,145.067,8920.0,,,
828,Camberwell,3,h,1650000.0,7.8,3124.0,3.0,2.0,2.0,305.0,189.0,1998.0,-37.8365,145.0802,8920.0,,,
829,Camberwell,2,u,615000.0,7.8,3124.0,2.0,1.0,1.0,1107.0,68.0,1960.0,-37.8347,145.05700000000004,8920.0,,,
830,Camberwell,3,h,1987000.0,7.8,3124.0,3.0,2.0,2.0,706.0,164.0,1960.0,-37.8457,145.0611,8920.0,,,
831,Camberwell,2,u,683000.0,7.8,3124.0,2.0,1.0,1.0,146.0,86.0,1970.0,-37.8357,145.0697,8920.0,,,
832,Camberwell,3,h,1690000.0,7.8,3124.0,3.0,2.0,1.0,777.0,154.0,1950.0,-37.8431,145.0962,8920.0,,,
833,Camberwell,2,u,430000.0,7.8,3124.0,2.0,1.0,1.0,0.0,56.0,2011.0,-37.8493,145.0877,8920.0,,,
834,Camberwell,4,h,2600000.0,7.8,3124.0,3.0,2.0,2.0,600.0,232.0,1897.0,-37.8237,145.0638,8920.0,,,
835,Camberwell,3,h,2325000.0,7.8,3124.0,3.0,2.0,2.0,1133.0,131.0,1930.0,-37.8426,145.0943,8920.0,,,
836,Camberwell,2,u,435000.0,7.8,3124.0,2.0,1.0,1.0,896.0,77.0,1960.0,-37.8479,145.0958,8920.0,,,
837,Camberwell,3,h,2000000.0,7.8,3124.0,3.0,1.0,2.0,821.0,105.0,1925.0,-37.8459,145.0644,8920.0,,,
838,Camberwell,3,h,1302000.0,7.8,3124.0,2.0,1.0,1.0,427.0,115.0,1938.0,-37.8367,145.0934,8920.0,,,
839,Camberwell,3,h,1622000.0,7.8,3124.0,3.0,1.0,1.0,544.0,160.0,1930.0,-37.8436,145.0581,8920.0,,,
840,Camberwell,2,u,502000.0,7.8,3124.0,2.0,1.0,1.0,0.0,77.0,1965.0,-37.8255,145.0592,8920.0,,,
841,Camberwell,2,u,435000.0,7.8,3124.0,2.0,1.0,1.0,896.0,77.0,1960.0,-37.8479,145.0958,8920.0,,,
842,Camberwell,3,u,591000.0,7.8,3124.0,3.0,1.0,1.0,0.0,89.0,1960.0,-37.8255,145.0592,8920.0,,,
843,Camberwell,3,h,1780000.0,7.8,3124.0,3.0,1.0,1.0,769.0,133.0,1930.0,-37.8482,145.0949,8920.0,,,
844,Camberwell,3,h,2250000.0,7.8,3124.0,3.0,2.0,2.0,656.0,225.0,2009.0,-37.841,145.0824,8920.0,,,
845,Camberwell,2,h,895000.0,7.8,3124.0,2.0,1.0,1.0,424.0,95.0,1930.0,-37.8465,145.0743,8920.0,,,
846,Camberwell,3,h,1800000.0,7.8,3124.0,3.0,2.0,0.0,584.0,213.0,1920.0,-37.8349,145.0758,8920.0,,,
847,Camberwell,2,u,900000.0,7.8,3124.0,2.0,1.0,1.0,150.0,88.0,1970.0,-37.8438,145.066,8920.0,,,
848,Camberwell,5,h,2700000.0,7.8,3124.0,5.0,3.0,2.0,802.0,317.0,1994.0,-37.8442,145.0578,8920.0,,,
849,Camberwell,2,u,530000.0,7.8,3124.0,2.0,1.0,1.0,0.0,76.0,1960.0,-37.8491,145.086,8920.0,,,
850,Camberwell,4,h,2228000.0,7.8,3124.0,4.0,2.0,2.0,813.0,163.0,1960.0,-37.8405,145.0903,8920.0,,,
851,Camberwell,3,h,1602500.0,7.8,3124.0,3.0,1.0,1.0,405.0,102.0,1930.0,-37.8448,145.071,8920.0,,,
852,Camberwell,3,h,2177000.0,7.8,3124.0,3.0,1.0,2.0,635.0,130.0,1920.0,-37.8454,145.0707,8920.0,,,
853,Camberwell,3,h,3400000.0,7.8,3124.0,3.0,2.0,4.0,877.0,146.0,1960.0,-37.8437,145.0623,8920.0,,,
854,Camberwell,3,h,2105000.0,7.8,3124.0,3.0,1.0,2.0,692.0,164.0,1940.0,-37.8379,145.0849,8920.0,,,
855,Camberwell,3,t,1625000.0,7.8,3124.0,3.0,2.0,2.0,283.0,160.0,1990.0,-37.8362,145.064,8920.0,,,
856,Camberwell,3,h,3300000.0,7.8,3124.0,3.0,3.0,2.0,417.0,220.0,2016.0,-37.831,145.0621,8920.0,,,
857,Camberwell,2,u,667000.0,7.8,3124.0,2.0,1.0,1.0,83.0,81.0,1960.0,-37.8355,145.0633,8920.0,,,
858,Camberwell,4,h,2015000.0,7.8,3124.0,4.0,1.0,4.0,772.0,145.0,1920.0,-37.8441,145.0806,8920.0,,,
859,Camberwell,2,u,700000.0,7.8,3124.0,2.0,1.0,1.0,631.0,75.0,1970.0,-37.8434,145.08100000000005,8920.0,,,
860,Camberwell,4,h,3225000.0,7.8,3124.0,4.0,3.0,1.0,632.0,270.0,1890.0,-37.8244,145.064,8920.0,,,
861,Camberwell,5,h,3320000.0,7.8,3124.0,5.0,4.0,2.0,741.0,407.0,2009.0,-37.8422,145.064,8920.0,,,
862,Camberwell,5,h,2125000.0,7.8,3124.0,4.0,3.0,2.0,603.0,282.0,1980.0,-37.8437,145.069,8920.0,,,
863,Camberwell,4,h,2030000.0,7.8,3124.0,4.0,2.0,2.0,686.0,210.0,1960.0,-37.8458,145.0611,8920.0,,,
864,Camberwell,4,h,2750000.0,7.8,3124.0,4.0,3.0,1.0,0.0,257.0,1912.0,-37.8325,145.0649,8920.0,,,
865,Camberwell,4,h,2000000.0,7.8,3124.0,4.0,3.0,4.0,697.0,271.0,1980.0,-37.836,145.056,8920.0,,,
866,Camberwell,5,h,2740000.0,7.8,3124.0,4.0,2.0,2.0,643.0,363.0,2005.0,-37.8421,145.0719,8920.0,,,
867,Canterbury,4,h,2950000.0,9.0,3126.0,4.0,2.0,2.0,687.0,215.0,1935.0,-37.8186,145.0706,3265.0,,,
868,Canterbury,3,h,1587500.0,9.0,3126.0,3.0,1.0,1.0,459.0,130.0,1920.0,-37.8265,145.072,3265.0,,,
869,Canterbury,2,u,830000.0,9.0,3126.0,2.0,1.0,1.0,110.0,83.0,1960.0,-37.8264,145.0824,3265.0,,,
870,Canterbury,4,h,2375000.0,9.0,3126.0,4.0,2.0,1.0,653.0,229.0,1910.0,-37.8292,145.0852,3265.0,,,
871,Canterbury,5,h,2900000.0,9.0,3126.0,5.0,2.0,2.0,795.0,297.0,1910.0,-37.8181,145.0668,3265.0,,,
872,Canterbury,3,h,2200000.0,9.0,3126.0,3.0,3.0,2.0,468.0,148.0,1890.0,-37.8264,145.0741,3265.0,,,
